comment_id,create_time,create_date_time,note_id,text,sub_comment_count,comment_like_count,last_modify_ts,ip_location,parent_comment_id,user_id,nickname,gender,profile_url,avatar,stance,target,label
5172095254006926,1748635864,2025-05-30 20:11:04+08:00,5172088269707040,问问北大吧,1,4,1748608573437,湖南,5172095254006926,7285584018,冬時乱兔-,m,https://m.weibo.cn/u/7285584018?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007X3zdEly8i1xml2khwwj30u00u0jty.jpg?KID=imgbed,tva&Expires=1748619373&ssig=mZnXb9GV10",2,中学生,2
5172101153821027,1748637271,2025-05-30 20:34:31+08:00,5172088269707040,这个是不可能的,0,1,1748608573450,山西,5172101153821027,2678646793,蛋蛋爱吃抹茶,f,https://m.weibo.cn/u/2678646793?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/9fa8e809ly8i11znmnzzxj20u00u0wjc.jpg?KID=imgbed,tva&Expires=1748619373&ssig=tv%2BbtxmUpp",2,中学生,2
5172093265380404,1748635390,2025-05-30 20:03:10+08:00,5172092689712438,有什么关系吗？,1,1,1748608577248,广东,5172093265380404,7784815789,吃点梨汁,f,https://m.weibo.cn/u/7784815789?,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/008uQicZly8i1vmq9jbwuj30e80e8q3l.jpg?KID=imgbed,tva&Expires=1748619377&ssig=6sMXfwULmy",2,中学生,2
5172092922498519,1748635308,2025-05-30 20:01:48+08:00,5172092689712438,导语看得我一头雾水，这还可以高考加分吗羡慕了,0,1,1748608577265,江苏,5172092922498519,5953229722,粤芝,f,https://m.weibo.cn/u/5953229722?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006uT90ely8i15z3dlepij30u00u00v9.jpg?KID=imgbed,tva&Expires=1748619377&ssig=0RO5ThVCor",1,中学生,1
5172099736143650,1748636933,2025-05-30 20:28:53+08:00,5172096657263858,这并不挂钩,0,0,1748608579002,江苏,5172099736143650,6776330339,江晚一夏断余愁,m,https://m.weibo.cn/u/6776330339?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007oAN4Dly8htj4cqeftpj30u00u0gos.jpg?KID=imgbed,tva&Expires=1748619378&ssig=IPPC4ca8%2BL",2,中学生,2
5172097010896653,1748636283,2025-05-30 20:18:03+08:00,5172096657263858,我们鼓励有胆识的人，但是教育公平也同样应该被我们所提及,0,0,1748608579019,山东,5172097010896653,5998022087,猪猪不喝热水-,f,https://m.weibo.cn/u/5998022087?,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006xV5xJly8hu7acd248mj30e80e8jsf.jpg?KID=imgbed,tva&Expires=1748619378&ssig=AfaDZuohM0",1,中学生,1
5172096720437578,1748636213,2025-05-30 20:16:53+08:00,5172096657263858,评论：  清华大学拒绝登山保送的做法体现了对教育公平和学术精神的坚守。在追求特长和特殊才能的道路上，我们应当鼓励多元发展而非单一路径。这样不仅能够促进学生全面成长，还能避免教育资源过度集中，确保每个孩子都有平等的教育机会。,0,0,1748608579034,江苏,5172096720437578,5318701380,应旺工作室,m,https://m.weibo.cn/u/5318701380?,"https://tvax2.sinaimg.cn/crop.0.0.1024.1024.180/005NWJc8ly8hi7clwprbaj30sg0sggnc.jpg?KID=imgbed,tva&Expires=1748619378&ssig=YChKwZgawo",1,中学生,1
5172101251863779,1748637294,2025-05-30 20:34:54+08:00,5172096657263858,这都什么乱七八糟的啊，所有大学的体育单招项目和名额都可以去查，清华的体育单招就没有登山这个项目，根本就去不了，网友脑洞不要太大。,0,0,1748608579048,北京,5172101251863779,1940769683,九色鹿鹿__,f,https://m.weibo.cn/u/1940769683?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/73adcb93ly8hw93cd8dnlj20u00u0q56.jpg?KID=imgbed,tva&Expires=1748619378&ssig=RCSikYHTjF",0,中学生,0
5172100848686578,1748637198,2025-05-30 20:33:18+08:00,5172096657263858,本来就没有保送，明名其妙的热搜词条。,0,0,1748608579062,河北,5172100848686578,1729828335,那是一个晴朗的夜晚,m,https://m.weibo.cn/u/1729828335?,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/671b15efjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1748619378&ssig=asj1p98cDD",2,中学生,2
5172098160398250,1748636557,2025-05-30 20:22:37+08:00,5172097581318484,清华回应很理性，关注真正的实力。,0,0,1748608582814,江苏,5172098160398250,1587451132,淘宝旺旺出墙等红杏1,m,https://m.weibo.cn/u/1587451132?,"https://tva3.sinaimg.cn/crop.0.0.640.640.180/5e9e94fcjw8ecxdj8hctjj20hs0hsmyk.jpg?KID=imgbed,tva&Expires=1748619382&ssig=%2BhK1ftHMSD",1,中学生,1
5172098104562276,1748636544,2025-05-30 20:22:24+08:00,5172097581318484,牛人不是一时兴起，咱们也得多看看真相。,0,0,1748608582830,浙江,5172098104562276,1946239083,冬日的暖阳as,m,https://m.weibo.cn/u/1946239083?,"https://tvax1.sinaimg.cn/crop.0.0.460.460.180/7401406bly8hsoltiqbtoj20cs0csdge.jpg?KID=imgbed,tva&Expires=1748619382&ssig=OHMe3Wq8oD",2,中学生,2
5172100147188979,1748637031,2025-05-30 20:30:31+08:00,5172095849857912,前排围观吃瓜,0,1,1748608584608,安徽,5172100147188979,7779382051,小高要暴富丶,f,https://m.weibo.cn/u/7779382051?,"https://tvax2.sinaimg.cn/crop.0.0.1023.1023.180/008utuE3ly8hssexwmh08j30sf0sfdif.jpg?KID=imgbed,tva&Expires=1748619384&ssig=6AC5Gt8akr",2,中学生,2
5172097347488294,1748636363,2025-05-30 20:19:23+08:00,5172095849857912,下一步列上,0,1,1748608584626,山东,5172097347488294,1595522680,江东曾经来过,m,https://m.weibo.cn/u/1595522680?,"https://tvax3.sinaimg.cn/crop.0.0.976.976.180/5f19be78ly8i0lxvwbn3kj20r40r4410.jpg?KID=imgbed,tva&Expires=1748619384&ssig=u90ocD%2FaRL",2,中学生,2
5172096839452920,1748636242,2025-05-30 20:17:22+08:00,5172095849857912,登山还能保送？那个奶茶妹妹就是跳体操进的清华好像,0,2,1748608584643,江苏,5172096839452920,6314623343,钮钴禄那拉蓉儿,f,https://m.weibo.cn/u/6314623343?,"https://tvax2.sinaimg.cn/crop.0.0.1000.1000.180/006TlvZBly8hsaqw4qasnj30rs0rs0vf.jpg?KID=imgbed,tva&Expires=1748619384&ssig=MWZvidfnDr",0,中学生,0
5172101025106900,1748637240,2025-05-30 20:34:00+08:00,5172095849857912,登个山还要求保送。这要是能保送 那还上什么学了,0,1,1748608584658,广东,5172101025106900,6873186295,欧皇兮仔,f,https://m.weibo.cn/u/6873186295?,"https://tvax3.sinaimg.cn/crop.0.0.538.538.180/007v9bJtly8hzf9eu2qydj30ey0eydgn.jpg?KID=imgbed,tva&Expires=1748619384&ssig=OPq8%2FCH%2F%2FE",0,中学生,0
5172100916844197,1748637214,2025-05-30 20:33:34+08:00,5172095849857912,真的没必要这样,0,1,1748608584672,江西,5172100916844197,7831054524,这是一只史努比Snoopy,m,https://m.weibo.cn/u/7831054524?,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/008xYj12ly8i1arpepw8jj30e80e8aae.jpg?KID=imgbed,tva&Expires=1748619384&ssig=MpUdgFG%2FXO",0,中学生,0
5172100832690510,1748637193,2025-05-30 20:33:13+08:00,5172095849857912,还可以这样的,0,1,1748608584685,北京,5172100832690510,6444551595,阿楠搞笑日常,f,https://m.weibo.cn/u/6444551595?,"https://tvax2.sinaimg.cn/crop.0.0.800.800.180/00728Ggzly8hmw0svulxzj30m80m8q3u.jpg?KID=imgbed,tva&Expires=1748619384&ssig=2kS4Uh846k",1,中学生,1
5172100613543589,1748637142,2025-05-30 20:32:22+08:00,5172095849857912,跟着没关系,0,1,1748608584699,江西,5172100613543589,5171588578,咦呀咦儿呀,f,https://m.weibo.cn/u/5171588578?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/005DZsr0ly8heeghdwqvyj30u00u0jss.jpg?KID=imgbed,tva&Expires=1748619384&ssig=TR%2BOK1qRdk",1,中学生,1
5172100298184040,1748637067,2025-05-30 20:31:07+08:00,5172095849857912,登山还保送啊,0,1,1748608584713,四川,5172100298184040,5715798160,花晨月兴,f,https://m.weibo.cn/u/5715798160?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006eOUcUly8i08molwervj30u00u040p.jpg?KID=imgbed,tva&Expires=1748619384&ssig=HQw7fcraau",1,中学生,1
5172099460108632,1748636867,2025-05-30 20:27:47+08:00,5172095849857912,登珠峰为什么要保送,0,1,1748608584727,辽宁,5172099460108632,5749706970,升淇_微光,f,https://m.weibo.cn/u/5749706970?,"https://tvax1.sinaimg.cn/crop.0.0.540.540.180/006h7brcly8huvlt8glnej30f00f0mxl.jpg?KID=imgbed,tva&Expires=1748619384&ssig=68ThlSYIKX",2,中学生,2
5172099137935669,1748636790,2025-05-30 20:26:30+08:00,5172095849857912,是啊登个山怎么就能保送了,0,1,1748608584740,江苏,5172099137935669,5800561018,几时了不了,f,https://m.weibo.cn/u/5800561018?,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006kyyTMly8i1mbv225owj30u00u0whr.jpg?KID=imgbed,tva&Expires=1748619384&ssig=DtHatM%2Fs%2Bx",0,中学生,0
5172091390267227,1748634943,2025-05-30 19:55:43+08:00,5172091189986711,这真是话糙理不糙,0,1,1748608587493,上海,5172091390267227,6428641007,颜渊舞儿,f,https://m.weibo.cn/u/6428641007?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/00713Vcbly8hooiergucnj30u00u040s.jpg?KID=imgbed,tva&Expires=1748619387&ssig=OdFnIh79KS",0,中学生,0
5172097223496100,1748636334,2025-05-30 20:18:54+08:00,5172091189986711,只要钱到位，别人能给你抗上去。,0,3,1748608587508,辽宁,5172097223496100,1822502083,小希趣摘,m,https://m.weibo.cn/u/1822502083?,"https://tva1.sinaimg.cn/crop.0.0.720.720.180/6ca12cc3jw8ex9mjm8xskj20k00k040b.jpg?KID=imgbed,tva&Expires=1748619387&ssig=G129eBWdP1",0,中学生,0
5172098566984758,1748636654,2025-05-30 20:24:14+08:00,5172091189986711,想多了，那边有专门辅助登山的，只要钱交够，身体没什么大毛病，登珠峰并不困难。,0,0,1748608587522,广东,5172098566984758,5697821575,狮子不轻易吼,f,https://m.weibo.cn/u/5697821575?,"https://tva3.sinaimg.cn/crop.0.0.996.996.180/006dBtFZjw8f0svs4rioxj30ro0rptae.jpg?KID=imgbed,tva&Expires=1748619387&ssig=uzI89GjnaO",0,中学生,0
5172094272799006,1748635629,2025-05-30 20:07:09+08:00,5172089906007556,没有一毛钱关系,0,1,1748608589379,广东,5172094272799006,6260740664,快乐de小兔兔,f,https://m.weibo.cn/u/6260740664?,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/006PHqE8ly8hj8g7v2bzyj30dw0dwmxq.jpg?KID=imgbed,tva&Expires=1748619389&ssig=3mP%2B586W8u",0,中学生,0
5172091269680823,1748634914,2025-05-30 19:55:14+08:00,5172089906007556,就是啊 这跟保送有什么关系,0,1,1748608589395,广东,5172091269680823,6260740664,快乐de小兔兔,f,https://m.weibo.cn/u/6260740664?,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/006PHqE8ly8hj8g7v2bzyj30dw0dwmxq.jpg?KID=imgbed,tva&Expires=1748619389&ssig=3mP%2B586W8u",2,中学生,2
5172100331476115,1748637075,2025-05-30 20:31:15+08:00,5172089906007556,,0,0,1748608589412,安徽,5172100331476115,6673005136,山山唯夜,f,https://m.weibo.cn/u/6673005136?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007hBft6ly8i0l0bkb2wxj30u00u041j.jpg?KID=imgbed,tva&Expires=1748619389&ssig=aX2Msumb1l",1,中学生,1
5172098827030755,1748636716,2025-05-30 20:25:16+08:00,5172089906007556,这个和保送没多大关系吧,0,0,1748608589426,辽宁,5172098827030755,3124582163,你猜WO是谁-Vin,f,https://m.weibo.cn/u/3124582163?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/ba3d5713ly8i1ppbqfp3tj20u00u0abt.jpg?KID=imgbed,tva&Expires=1748619389&ssig=d67rN7P%2BnS",2,中学生,2
5172097715538575,1748636451,2025-05-30 20:20:51+08:00,5172089906007556,这个也可以啊,0,0,1748608589440,江苏,5172097715538575,6283234883,埃莉儿,f,https://m.weibo.cn/u/6283234883?,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/006RdOq7ly8i1sixjffukj30e80e874n.jpg?KID=imgbed,tva&Expires=1748619389&ssig=jt9gJWa1MC",1,中学生,1
5172097585253525,1748636420,2025-05-30 20:20:20+08:00,5172089906007556,我也不知道,0,0,1748608589456,福建,5172097585253525,7537856672,综艺密码,f,https://m.weibo.cn/u/7537856672?,"https://tvax3.sinaimg.cn/crop.0.0.640.640.180/008e84Rqly8hsmrerju8sj30hs0hswfc.jpg?KID=imgbed,tva&Expires=1748619389&ssig=dii4NfLocs",0,中学生,0
5172096613488550,1748636188,2025-05-30 20:16:28+08:00,5172089906007556,就是啊[哪吒嘟嘴]这俩有啥关联,0,0,1748608589471,新疆,5172096613488550,7404478430,怪世逸音,f,https://m.weibo.cn/u/7404478430?,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/00856r5sly8i1fk7pk6gdj30e80e8q3b.jpg?KID=imgbed,tva&Expires=1748619389&ssig=fHCFSRdeXN",2,中学生,2
5172096440468839,1748636147,2025-05-30 20:15:47+08:00,5172089906007556,这有关系吗？,0,0,1748608589486,河南,5172096440468839,7459321369,林星挽-洋,f,https://m.weibo.cn/u/7459321369?,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0088OyeZly8hw7oqvzbfmj30u00u00u3.jpg?KID=imgbed,tva&Expires=1748619389&ssig=2ZDCV3YnQ6",2,中学生,2
5172095436982825,1748635908,2025-05-30 20:11:48+08:00,5172089906007556,这根本就不是一个层次,0,0,1748608589500,江苏,5172095436982825,1219738862,苏米鱼,f,https://m.weibo.cn/u/1219738862?,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/48b3bceely8i1kwm7p7pvj20u00u0n2y.jpg?KID=imgbed,tva&Expires=1748619389&ssig=gXrcNjt86f",2,中学生,2
5172094599436724,1748635708,2025-05-30 20:08:28+08:00,5172089906007556,确实没有什么关系,0,0,1748608589513,陕西,5172094599436724,6162280804,点点喜欢养乐多,f,https://m.weibo.cn/u/6162280804?,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006J2iJSly8ge18ujk2iyj30ro0roabm.jpg?KID=imgbed,tva&Expires=1748619389&ssig=q7CJb5jJ%2FF",0,中学生,0
5172099749778350,1748636936,2025-05-30 20:28:56+08:00,5172096512820853,感觉没关系啊,1,0,1748608591342,河北,5172099749778350,7801420406,lroonin-初逢梨花雨,m,https://m.weibo.cn/u/7801420406?,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008vXXPoly8i1vloutphqj30u00u0juv.jpg?KID=imgbed,tva&Expires=1748619391&ssig=S1dS%2F2EfBR",2,中学生,2
5172099205563184,1748636806,2025-05-30 20:26:46+08:00,5172096512820853,没事你可以去耶鲁,1,0,1748608591357,江苏,5172099205563184,7701800350,Love留住星耀,f,https://m.weibo.cn/u/7701800350?,"https://tvax3.sinaimg.cn/crop.0.0.486.486.180/008pdY6ily8hnpodw3r9rj30di0di3zj.jpg?KID=imgbed,tva&Expires=1748619391&ssig=iufdmBvyIr",1,中学生,1
5172099700232058,1748636924,2025-05-30 20:28:44+08:00,5172096512820853,确实是这样,0,0,1748608591371,辽宁,5172099700232058,7438854121,小亭爱吃粘苞米,f,https://m.weibo.cn/u/7438854121?,"https://tvax3.sinaimg.cn/crop.0.0.828.828.180/0087qFM5ly8i1ghludpg7j30n00n040s.jpg?KID=imgbed,tva&Expires=1748619391&ssig=qG47uk0pbM",0,中学生,0
